"Name","Short description","Description","SKU","Regular price","Categories","EAN","Stock","Status","Tax status"
"LDR svetelný senzor pre meranie intenzity osvetlenia","LDR svetelný senzor je komponent na orientačné snímanie svetla v elektronických projektoch. Hodí sa na výučbu analógového merania a jednoduché reakcie na svetlo. Presný typ, odporový rozsah a potrebné zapojenie treba overiť.","<h2>Prečo si vybrať tento produkt</h2><p>Je jednoduchý a názorný prvok pre pochopenie zmeny elektrickej hodnoty podľa osvetlenia.</p><h2>Využitie v praxi</h2><p>Testovanie svetelných prahov, zapínanie LED podľa svetla, výučba deliča napätia a prototypovanie jednoduchých senzorov.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže byť použitý ako vstup pre orientačné meranie svetla po overení vhodného zapojenia a analógového vstupu.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Svetelný prah pre LED indikátor</strong> – LDR spolu s rezistorom vytvorí modelový vstup a ESP doska podľa hodnoty zmení LED indikáciu.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Sada rezistorov, ESP doska s vhodným vstupom, Dupont vodiče, kontaktné pole.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>LDR svetelný senzor</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Pracujte iba v bezpečnom nízkonapäťovom zapojení, dodržte správnu polaritu a pred pripojením napájania skontrolujte zapojenie. Modelový projekt nie je certifikované riešenie.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-SEN-0010","1.99","Senzory","2998000000103","0","draft","taxable"
"Relé modul pre bezpečný nízkonapäťový ESP projekt","Relé modul je určený na modelové spínanie v nízkonapäťových projektoch. V tomto CSV balíku sa neprezentuje ako riešenie pre prácu s 230 V. Parametre relé, napájanie a limity kontaktov treba overiť podľa konkrétneho modulu.","<h2>Prečo si vybrať tento produkt</h2><p>Umožňuje vysvetliť princíp spínania oddelene od priameho výstupu mikrokontroléra. Použitie je opísané iba ako bezpečný nízkonapäťový model.</p><h2>Využitie v praxi</h2><p>Modelové spínanie LED pásika s nízkym napätím, výučba relé logiky a testovanie riadiaceho signálu.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže relé reagovať na výstup vývojovej dosky po overení napájania, logickej úrovne a ochrany výstupu.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Nízkonapäťové spínanie LED indikácie</strong> – ESP doska spína relé modul, ktorý ovláda len bezpečnú nízkonapäťovú záťaž na testovacom stole.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>ESP doska, samostatné bezpečné nízkonapäťové napájanie podľa overených limitov, Dupont vodiče, LED modul.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>Relé modul</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Používajte iba bezpečný nízkonapäťový modelový príklad. Práca s 230 V patrí odborne spôsobilej osobe a tento produktový text nie je návodom na zásah do elektroinštalácie. Overte limity modulu, polaritu a oddelenie napájania.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-REL-0011","3.99","Elektronika","2998000000110","0","draft","taxable"
"MOSFET modul pre nízkonapäťové spínanie záťaže","MOSFET modul slúži na modelové spínanie nízkonapäťovej záťaže v elektronických projektoch. Je vhodný pre prototypy, kde relé nie je ideálne. Typ tranzistora, prúdové limity, chladenie a riadiaca úroveň treba overiť.","<h2>Prečo si vybrať tento produkt</h2><p>Je praktický pre učenie elektronického spínania bez mechanického relé, ak sú dodržané limity modulu.</p><h2>Využitie v praxi</h2><p>Stmievanie alebo spínanie nízkonapäťovej LED záťaže, výučba PWM princípu a testovanie riadenia výkonového prvku.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže MOSFET modul pracovať ako výstupný spínač po overení logických úrovní, napájania a prúdových limitov.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>PWM LED model</strong> – ESP doska riadi MOSFET modul a ten v bezpečnom nízkonapäťovom obvode mení jas LED záťaže.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>ESP doska, nízkonapäťové napájanie, LED diódy alebo vhodná nízkonapäťová záťaž, Dupont vodiče.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>MOSFET modul</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Dodržte správnu polaritu, prúdové a tepelné limity modulu. Nepoužívajte modul mimo overených parametrov a modelový projekt neprezentujte ako certifikované riešenie.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-ELK-0012","3.99","Elektronika","2998000000127","0","draft","taxable"
"LM2596 step-down menič pre nízkonapäťové napájanie","LM2596 step-down menič slúži na znižovanie jednosmerného napätia v nízkonapäťových projektoch. Je vhodný pre prototypovanie napájacích vetiev, ak sú dodržané limity modulu. Vstupné a výstupné rozsahy, prúd a nastavenie treba overiť.","<h2>Prečo si vybrať tento produkt</h2><p>Pomáha pripraviť vhodnejšie nízkonapäťové napájanie pre prototyp, ale vyžaduje meranie a kontrolu nastavenia pred pripojením záťaže.</p><h2>Využitie v praxi</h2><p>Zníženie napätia pre testovací obvod, výučba napájacích modulov a príprava bezpečného nízkonapäťového zdroja.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže byť použitý ako napájací prvok po overení výstupného napätia, prúdu a stability pre konkrétnu dosku.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Nastaviteľné napájanie pre prototyp</strong> – menič sa nastaví meraním na požadovanú nízkonapäťovú hodnotu ešte pred pripojením ESP dosky.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Multimeter, ESP doska, Dupont vodiče, vhodný nízkonapäťový zdroj.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>LM2596 step-down menič</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Pred pripojením elektroniky vždy overte polaritu a výstupné napätie meraním. Dodržte limity modulu, sledujte prehrievanie a nepoužívajte ho ako certifikovaný napájací zdroj.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-NAP-0013","3.99","Elektronika","2998000000134","0","draft","taxable"
"MT3608 step-up menič pre nízkonapäťové prototypy","MT3608 step-up menič slúži na zvyšovanie jednosmerného napätia v nízkonapäťových projektoch. Je vhodný na výučbu a testovanie napájania, nie ako neoverené finálne riešenie. Rozsahy, prúdové limity a nastavenie treba overiť podľa modulu.","<h2>Prečo si vybrať tento produkt</h2><p>Umožňuje ukázať princíp zvyšovania napätia, ale vyžaduje opatrnosť, meranie a rešpektovanie limitov.</p><h2>Využitie v praxi</h2><p>Experimenty s nízkonapäťovým napájaním, modelové zvýšenie napätia pre nenáročnú záťaž a výučba práce s meničmi.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže byť použitý iba po overení, že výstup je vhodný pre konkrétny modul alebo perifériu.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Test zvýšenia napätia pre nízkonapäťovú záťaž</strong> – zákazník nastaví výstup meniča meraním a pripojí len vhodnú testovaciu nízkonapäťovú záťaž.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Multimeter, bezpečný nízkonapäťový zdroj, vodiče, vhodná testovacia záťaž.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>MT3608 step-up menič</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Pred použitím overte polaritu, výstupné napätie a teplotu modulu. Neprekračujte overené limity a nepripájajte citlivú elektroniku bez kontroly meraním.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-NAP-0014","2.99","Elektronika","2998000000141","0","draft","taxable"
"MB102 napájací modul pre nepájivé kontaktné pole","MB102 napájací modul je doplnok pre napájanie prototypov na nepájivom kontaktnom poli. Hodí sa na výučbu a rýchle testovanie jednoduchých nízkonapäťových zapojení. Napájacie možnosti, výstupy a limity treba overiť podľa konkrétneho kusu.","<h2>Prečo si vybrať tento produkt</h2><p>Zjednodušuje napájanie testovacieho breadboardu, no pred použitím treba potvrdiť orientáciu, prepojky a výstupné hodnoty.</p><h2>Využitie v praxi</h2><p>Napájanie prototypov na kontaktnom poli, testovanie senzorov, LED diód a jednoduchých ESP doplnkov.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže napájať vybrané časti prototypu po overení prúdových limitov a vhodnosti pre konkrétnu dosku.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Napájané kontaktné pole pre senzorový test</strong> – MB102 sa použije s kontaktným poľom a senzorom na bezpečné nízkonapäťové overenie zapojenia.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Nepájivé kontaktné pole, Dupont vodiče, senzory, multimeter.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>MB102 napájací modul</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Skontrolujte správne osadenie modulu, polaritu, nastavenie prepojok a limity výstupu. Pred pripojením ESP dosky overte napätie meraním.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-NAP-0015","3.99","Elektronika","2998000000158","0","draft","taxable"
"Držiak batérií pre nízkonapäťové elektronické projekty","Držiak batérií slúži na mechanické uloženie batérií a privedenie napájania do nízkonapäťového prototypu. Vhodný je pre výučbu a prenosné testy. Typ batérií, počet článkov, konektor a polaritu treba overiť podľa dodávky.","<h2>Prečo si vybrať tento produkt</h2><p>Pomáha vytvoriť prenosný nízkonapäťový zdroj pre jednoduché testy, ak používateľ rozumie polarite a limitom použitých článkov.</p><h2>Využitie v praxi</h2><p>Napájanie modelového obvodu, výučba práce s polaritou a príprava prenosných prototypov.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže slúžiť ako zdroj iba po overení, že napätie a prúd zodpovedajú potrebám dosky a modulov.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Prenosná LED ukážka</strong> – držiak batérií napája nízkonapäťový LED model cez overené zapojenie a vhodný odpor.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Sada LED diód, sada rezistorov, Dupont vodiče, vypínač alebo kontaktné pole.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>Držiak batérií</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Pri batériách zabráňte skratu, prehrievaniu a nesprávnemu nabíjaniu. Nepoužívajte poškodené články, nemiešajte nevhodné typy batérií a vždy dodržte polaritu.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-BAT-0016","2.99","Batérie","2998000000165","0","draft","taxable"
"Sada rezistorov pre elektronické a ESP prototypy","Sada rezistorov je základné príslušenstvo pre výučbu elektroniky a prototypovanie. Používa sa pri LED diódach, senzoroch a deličoch napätia. Hodnoty, toleranciu, výkon a počet kusov treba overiť podľa dodávky.","<h2>Prečo si vybrať tento produkt</h2><p>Rezistory patria medzi najčastejšie doplnky pri bezpečnom testovaní LED diód a senzorových zapojení.</p><h2>Využitie v praxi</h2><p>Obmedzenie prúdu LED diódy, delenie napätia, pull-up alebo pull-down zapojenia podľa overenej schémy.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte sú rezistory podporný komponent, ktorý pomáha vytvoriť správne vstupné alebo výstupné podmienky po overení zapojenia.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>LED výstup s obmedzením prúdu</strong> – ESP doska ovláda LED diódu cez vhodný rezistor vybraný podľa overeného výpočtu a napájania.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Sada LED diód, kontaktné pole, Dupont vodiče, ESP doska.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>Sada rezistorov</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Pracujte iba v bezpečnom nízkonapäťovom zapojení, dodržte správnu polaritu a pred pripojením napájania skontrolujte zapojenie. Modelový projekt nie je certifikované riešenie.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-ELK-0017","4.99","Elektronika","2998000000172","0","draft","taxable"
"Sada LED diód pre výučbu a smart home indikáciu","Sada LED diód je vhodná na učenie základov výstupov mikrokontroléra a vizuálnu indikáciu v prototypoch. Používa sa spolu s vhodnými rezistormi. Farby, počet kusov, typ a elektrické parametre treba overiť podľa dodávky.","<h2>Prečo si vybrať tento produkt</h2><p>LED diódy poskytujú okamžitú vizuálnu spätnú väzbu pri testovaní výstupov, senzorov alebo jednoduchých automatizácií.</p><h2>Využitie v praxi</h2><p>Indikácia stavu, výučba polarity, testovanie digitálneho výstupu a modelové smart home oznámenia.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte môže LED slúžiť ako lokálny indikátor stavu senzora alebo pripojenia po použití vhodného rezistora.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Stavová LED pre senzor</strong> – LED dióda signalizuje stav PIR alebo LDR senzora v bezpečnom nízkonapäťovom zapojení.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Sada rezistorov, ESP doska, Dupont vodiče, kontaktné pole.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>Sada LED diód</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>LED diódy pripájajte s vhodným rezistorom a dodržte polaritu. Modelový projekt nie je certifikované riešenie.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-ELK-0018","3.99","Elektronika","2998000000189","0","draft","taxable"
"Základná pinzeta pre prácu s elektronikou","Základná pinzeta pomáha pri manipulácii s malými súčiastkami, vodičmi a komponentmi na pracovnom stole. Je vhodná pre začiatočníkov aj servisné úkony pri nízkonapäťových projektoch. Materiál, tvar hrotu a ESD vlastnosti treba overiť podľa dodávky.","<h2>Prečo si vybrať tento produkt</h2><p>Zlepšuje presnosť pri práci s drobnými komponentmi a znižuje riziko poškodenia súčiastok nešetrnou manipuláciou.</p><h2>Využitie v praxi</h2><p>Manipulácia s rezistormi, LED diódami, vodičmi, pinmi a drobnými modulmi pri skladaní prototypu.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP projekte ide o pracovnú pomôcku, nie o elektronicky kompatibilný komponent.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Usporiadanie komponentov na breadboarde</strong> – pinzeta pomôže bezpečne vložiť rezistory a vodiče do kontaktného poľa bez nadmernej sily.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>Kontaktné pole, Dupont vodiče, sada rezistorov, sada LED diód.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>Pinzeta alebo základné náradie</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Pri práci chráňte oči a ruky podľa charakteru úkonu. Nepoužívajte pinzetu na živé obvody mimo bezpečného nízkeho napätia a nepoužívajte ju ako náhradu odborného náradia.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-NAR-0019","2.99","Náradie","2998000000196","0","draft","taxable"
"Začiatočnícky ESP32 smart home kit pre prvé projekty","Začiatočnícky ESP32 smart home kit je testovacia zostava pre zákazníka, ktorý chce začať s ESP prototypmi. Má slúžiť na bezpečné nízkonapäťové učenie, nie ako hotové certifikované riešenie. Finálne zloženie kitu treba potvrdiť podľa skladovej dostupnosti.","<h2>Prečo si vybrať tento produkt</h2><p>Spája vývojovú dosku a základné príslušenstvo do jedného logického štartu pre učenie. Kým nie je potvrdený presný obsah balenia, produkt ostáva v stave draft.</p><h2>Využitie v praxi</h2><p>Prvé zapojenia s LED, jednoduché meranie teploty alebo svetla, skúšanie vodičov a kontaktného poľa.</p><h2>Použitie v ESP / smart home projekte</h2><p>V ESP smart home projekte môže kit slúžiť ako tréningová zostava pred tvorbou vlastnej automatizácie. Integráciu do Home Assistant treba overiť podľa firmvéru, konfigurácie a obsahu kitu.</p><h2>Kompatibilita</h2><p>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</p><h2>Modelový príklad použitia</h2><p><strong>Prvý smart home senzorový prototyp</strong> – zákazník zostaví ESP32, kontaktné pole, vodiče a jeden senzor na stole a pripraví bezpečný testovací scenár.</p><p>Modelový príklad je určený na učenie a prototypovanie; nejde o certifikované hotové riešenie.</p><h2>Odporúčané príslušenstvo</h2><p>USB kábel, ďalšie senzory, rezistory, LED diódy, náradie a prípadne napájací modul po overení kompatibility.</p><h2>Technické parametre</h2><table><tbody><tr><th>Parameter</th><th>Hodnota</th></tr><tr><td>Typ produktu</td><td>Začiatočnícky ESP32 kit</td></tr><tr><td>Napájanie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozhranie</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Rozmery</td><td>Otvorený bod: údaj treba overiť.</td></tr><tr><td>Kompatibilita</td><td>Otvorený bod: kompatibilitu s Home Assistant / ESPHome / ESPBuild je potrebné overiť podľa konkrétnej konfigurácie.</td></tr></tbody></table><h2>Obsah balenia</h2><p>Obsah balenia je potrebné potvrdiť podľa dodávky.</p><h2>Bezpečnostné odporúčania</h2><p>Používajte iba bezpečné nízke napätie, skontrolujte polaritu a nepovažujte zostavu za certifikované riešenie. Pri nejasnostiach zapojenie nekontrolujte pod napätím.</p><h2>Záruka a vrátenie</h2><p>Na produkt sa vzťahuje záruka 24 mesiacov. Pri nákupe cez e-shop má zákazník právo odstúpiť od zmluvy do 14 dní podľa platných podmienok predaja.</p>","KOM-KIT-0020","24.99","Kity a sety","2998000000202","0","draft","taxable"
